source,target,rank,date,time
Ey7EUDfVEaQ,vb7-ZXFT0pI,2,29/07/2023,11:36:34
Ey7EUDfVEaQ,loqWLcgpRiM,3,29/07/2023,11:36:34
Ey7EUDfVEaQ,5eqvGVd_Q9w,4,29/07/2023,11:36:34
Ey7EUDfVEaQ,lJc5MqGORCU,5,29/07/2023,11:36:35
KUwJgPZMScw,RP7oIKRTfN0,1,29/07/2023,11:39:21
KUwJgPZMScw,w0IXJNnJxps,2,29/07/2023,11:39:21
KUwJgPZMScw,smDMNSNMXkE,3,29/07/2023,11:39:22
KUwJgPZMScw,SsFvhVVIZXU,4,29/07/2023,11:39:23
KUwJgPZMScw,loqWLcgpRiM,5,29/07/2023,11:39:23
RP7oIKRTfN0,jmpooNkwn2M,1,29/07/2023,11:41:48
RP7oIKRTfN0,uYsZgqbZlxY,2,29/07/2023,11:41:48
RP7oIKRTfN0,O17g-mDvsLo,3,29/07/2023,11:41:48
RP7oIKRTfN0,kwEz633cwQQ,4,29/07/2023,11:41:49
RP7oIKRTfN0,UYdzDl5eYhI,5,29/07/2023,11:41:49
uYsZgqbZlxY,c99ZwKWjY58,1,29/07/2023,11:43:49
uYsZgqbZlxY,25BAHVggXRk,2,29/07/2023,11:43:49
uYsZgqbZlxY,rB80Ng8bEIM,3,29/07/2023,11:43:50
uYsZgqbZlxY,3BfnKyG6trg,4,29/07/2023,11:43:50
uYsZgqbZlxY,ZdL76eEkVYg,5,29/07/2023,11:43:50
ZdL76eEkVYg,VhD4BSHt1lg,1,29/07/2023,11:46:09
ZdL76eEkVYg,KgC-7u8awac,2,29/07/2023,11:46:10
ZdL76eEkVYg,z7SI2U4wtjc,3,29/07/2023,11:46:10
ZdL76eEkVYg,wZOGyqf_edk,4,29/07/2023,11:46:11
ZdL76eEkVYg,XMh80D-Pn4Y,5,29/07/2023,11:46:11
VhD4BSHt1lg,KsLa3CKAJhM,1,29/07/2023,11:48:36
VhD4BSHt1lg,sSKQWdTgZbA,2,29/07/2023,11:48:37
VhD4BSHt1lg,LQnmibPve3Q,3,29/07/2023,11:48:37
VhD4BSHt1lg,Fooy-WB52AY,4,29/07/2023,11:48:37
VhD4BSHt1lg,qd8ufd4XhUk,5,29/07/2023,11:48:38
LQnmibPve3Q,Yc3NK3jozCo,1,29/07/2023,11:50:26
LQnmibPve3Q,s4djYaZW7WA,2,29/07/2023,11:50:26
LQnmibPve3Q,K7WmgxR8t1M,3,29/07/2023,11:50:27
LQnmibPve3Q,XjvFA4IcFfo,4,29/07/2023,11:50:27
LQnmibPve3Q,3StRVrbT9sY,5,29/07/2023,11:50:27
K7WmgxR8t1M,XRILa2SN-p4,1,29/07/2023,11:52:05
K7WmgxR8t1M,2c04niS-UC8,2,29/07/2023,11:52:05
K7WmgxR8t1M,xHcuac2uoU8,3,29/07/2023,11:52:05
K7WmgxR8t1M,zvPC93QjTyg,4,29/07/2023,11:52:06
K7WmgxR8t1M,580j4IrME7Y,5,29/07/2023,11:52:07
2c04niS-UC8,3sahfZwxQAA,1,29/07/2023,11:54:08
2c04niS-UC8,fpBPq7A3k_w,2,29/07/2023,11:54:09
2c04niS-UC8,CvW0PHmsZYA,3,29/07/2023,11:54:09
2c04niS-UC8,pkZTwM0d7dc,4,29/07/2023,11:54:09
2c04niS-UC8,bHOncKN3ods,5,29/07/2023,11:54:10
bHOncKN3ods,2TyUDPazW-Q,1,29/07/2023,11:56:21
bHOncKN3ods,we1-jCixDb8,2,29/07/2023,11:56:21
bHOncKN3ods,ZwMYynrxQtE,3,29/07/2023,11:56:22
bHOncKN3ods,bDjTW9j9OEY,4,29/07/2023,11:56:22
bHOncKN3ods,aJYMXNt9bL0,5,29/07/2023,11:56:23
ZwMYynrxQtE,3wDj1NZAq-U,1,29/07/2023,11:58:17
ZwMYynrxQtE,XaWAyQwWIdw,2,29/07/2023,11:58:17
ZwMYynrxQtE,ccT98uZYDIs,3,29/07/2023,11:58:18
ZwMYynrxQtE,Jqj3hLPhELQ,4,29/07/2023,11:58:19
ZwMYynrxQtE,i7-8DiVdvVY,5,29/07/2023,11:58:19
ccT98uZYDIs,7v04ZJwVZB4,1,29/07/2023,12:00:18
ccT98uZYDIs,lvsFCwQNH6w,2,29/07/2023,12:00:18
ccT98uZYDIs,3iPkQWdNZPs,3,29/07/2023,12:00:19
ccT98uZYDIs,b_NfRQucL-M,4,29/07/2023,12:00:19
ccT98uZYDIs,dnjyuVWFAFk,5,29/07/2023,12:00:19
3iPkQWdNZPs,SRfTP2nhxy4,1,29/07/2023,12:02:29
3iPkQWdNZPs,vOUx7l9JsoE,2,29/07/2023,12:02:30
3iPkQWdNZPs,vlmhPsW0vto,3,29/07/2023,12:02:30
3iPkQWdNZPs,ZMkO3k6hVek,4,29/07/2023,12:02:31
3iPkQWdNZPs,YkZSN1GSjhY,5,29/07/2023,12:02:31
vOUx7l9JsoE,f4G1R8_9PHM,1,29/07/2023,12:04:15
vOUx7l9JsoE,Yr63N-JfdL0,2,29/07/2023,12:04:16
vOUx7l9JsoE,In_6-aF-P8o,3,29/07/2023,12:04:16
vOUx7l9JsoE,9IQJjZlWQBo,4,29/07/2023,12:04:17
vOUx7l9JsoE,5vyj5bXJWpI,5,29/07/2023,12:04:17
9IQJjZlWQBo,MdQGUFQO3ao,1,29/07/2023,12:06:45
9IQJjZlWQBo,acvI_qa55Mc,2,29/07/2023,12:06:46
9IQJjZlWQBo,yicXGSm8LDI,3,29/07/2023,12:06:46
9IQJjZlWQBo,Fcw-0WFzZuQ,4,29/07/2023,12:06:47
9IQJjZlWQBo,chDF_Cu0WXw,5,29/07/2023,12:06:47
acvI_qa55Mc,23BDhX9fXYQ,1,29/07/2023,12:09:02
acvI_qa55Mc,lYTe_mJuR_0,2,29/07/2023,12:09:03
acvI_qa55Mc,r5hDuPjOPFQ,3,29/07/2023,12:09:03
acvI_qa55Mc,i7paB-LhGho,4,29/07/2023,12:09:04
acvI_qa55Mc,MdQGUFQO3ao,5,29/07/2023,12:09:04
i7paB-LhGho,YC-A6Vc5Vio,1,29/07/2023,12:11:46
i7paB-LhGho,sj349cTTTCI,2,29/07/2023,12:11:46
i7paB-LhGho,Qjc8rPGdn5I,3,29/07/2023,12:11:47
i7paB-LhGho,hoye60AR8e8,4,29/07/2023,12:11:47
i7paB-LhGho,MdQGUFQO3ao,5,29/07/2023,12:11:47
landing_page,cC9BJb7GXBk,1,30/07/2023,16:40:28
landing_page,1iwum9Z2W-I,2,30/07/2023,16:40:28
landing_page,rBVs9imavX0,3,30/07/2023,16:40:28
landing_page,Jt_wP__GoRc,4,30/07/2023,16:40:28
landing_page,ZbuC-atQbaY,5,30/07/2023,16:40:29
landing_page,4S4_vVvBLvY,6,30/07/2023,16:40:29
landing_page,kRo-LJe2bTg,7,30/07/2023,16:40:29
landing_page,_2bQIzXK06o,8,30/07/2023,16:40:29
landing_page,Xa2urneSf6M,9,30/07/2023,16:40:29
landing_page,QLrxZMZrEeM,10,30/07/2023,16:40:30
landing_page,dkZCn8j8x1o,11,30/07/2023,16:40:30
landing_page,MGV04iqhSuQ,12,30/07/2023,16:40:30
landing_page,jiib1wV5D-o,13,30/07/2023,16:40:31
landing_page,gGstWQFz9Ik,14,30/07/2023,16:40:31
landing_page,bqewqMD0PSc,15,30/07/2023,16:40:31
landing_page,QIdXm3h8DLs,16,30/07/2023,16:40:31
landing_page,NtYlUKJ6Yj4,17,30/07/2023,16:40:31
landing_page,eZBpVLhMRSw,18,30/07/2023,16:40:32
landing_page,I0-RM0NlKGo,19,30/07/2023,16:40:32
landing_page,bNAWT-Y07Vg,20,30/07/2023,16:40:32
MGV04iqhSuQ,h7VBsxJ2Jnw,1,30/07/2023,16:46:13
MGV04iqhSuQ,tgAoNf9hWhk,2,30/07/2023,16:46:13
MGV04iqhSuQ,ZSK5i7WL3ic,3,30/07/2023,16:46:13
MGV04iqhSuQ,z6I5KygC0Pg,4,30/07/2023,16:46:13
MGV04iqhSuQ,OQ-5JRRybes,5,30/07/2023,16:46:13
h7VBsxJ2Jnw,vP7quu3-pjU,1,30/07/2023,16:47:53
h7VBsxJ2Jnw,ZMLYS3vBuAw,2,30/07/2023,16:47:54
h7VBsxJ2Jnw,r0B1nGjD_k0,3,30/07/2023,16:47:54
h7VBsxJ2Jnw,1apBoUk9fMg,4,30/07/2023,16:47:54
h7VBsxJ2Jnw,WER4NWZsVJE,5,30/07/2023,16:47:54
1apBoUk9fMg,dGs6yFDsApI,1,30/07/2023,16:49:46
1apBoUk9fMg,5JHrk1Cs-SY,2,30/07/2023,16:49:47
1apBoUk9fMg,1VC0ZHfd1-k,3,30/07/2023,16:49:47
1apBoUk9fMg,MNIKASuG52M,4,30/07/2023,16:49:47
1apBoUk9fMg,YRNqUrQYupE,5,30/07/2023,16:49:47
5JHrk1Cs-SY,wlkkSEOHKQE,1,30/07/2023,16:51:49
5JHrk1Cs-SY,qaa9uosAWhk,2,30/07/2023,16:51:49
5JHrk1Cs-SY,cpXneGhJFnU,3,30/07/2023,16:51:50
5JHrk1Cs-SY,DtrxplPj2zI,4,30/07/2023,16:51:51
5JHrk1Cs-SY,G0N_vZV2cWY,5,30/07/2023,16:51:51
wlkkSEOHKQE,qicOy5fEzPw,1,30/07/2023,16:53:43
wlkkSEOHKQE,aDb6G5g45-E,2,30/07/2023,16:53:43
wlkkSEOHKQE,g-RZx6mk7Fw,3,30/07/2023,16:53:44
wlkkSEOHKQE,c8K9PsvW1HE,4,30/07/2023,16:53:44
wlkkSEOHKQE,KWY1h-x6blo,5,30/07/2023,16:53:45
qicOy5fEzPw,a7IiHlr5GlQ,1,30/07/2023,16:55:58
qicOy5fEzPw,89r65NGPO8c,2,30/07/2023,16:55:59
qicOy5fEzPw,YwTaxIYm_94,3,30/07/2023,16:55:59
qicOy5fEzPw,7E2wc6NIWZ0,4,30/07/2023,16:55:59
qicOy5fEzPw,mqQaRBlDfq8,5,30/07/2023,16:55:59
mqQaRBlDfq8,3x-eXiVGv9c,1,30/07/2023,16:57:53
mqQaRBlDfq8,e3EsqXYuO4M,2,30/07/2023,16:57:53
mqQaRBlDfq8,oKywG5hs7_8,3,30/07/2023,16:57:53
mqQaRBlDfq8,azhj6ExLguM,4,30/07/2023,16:57:54
mqQaRBlDfq8,_dAA0xC1GI0,5,30/07/2023,16:57:54
oKywG5hs7_8,BKd3GkVCiiA,1,30/07/2023,16:59:56
oKywG5hs7_8,za8N7xLMDIw,2,30/07/2023,16:59:56
oKywG5hs7_8,iKLug36SBHQ,3,30/07/2023,16:59:56
oKywG5hs7_8,CZZ0xJHctQM,4,30/07/2023,16:59:57
oKywG5hs7_8,s7UZMGtZsEk,5,30/07/2023,16:59:57
BKd3GkVCiiA,_bbbm9EH9qY,1,30/07/2023,17:02:03
BKd3GkVCiiA,6c-Y-ufKHhQ,2,30/07/2023,17:02:04
BKd3GkVCiiA,9wCoFG8nVLQ,3,30/07/2023,17:02:04
BKd3GkVCiiA,N5EuTeCkBCo,4,30/07/2023,17:02:04
BKd3GkVCiiA,Lh0gxVd4jcE,5,30/07/2023,17:02:04
_bbbm9EH9qY,5bcTjt2HRLM,1,30/07/2023,17:04:01
_bbbm9EH9qY,C8XPNgt3l-A,2,30/07/2023,17:04:01
_bbbm9EH9qY,013EuwL6uwY,3,30/07/2023,17:04:01
_bbbm9EH9qY,M-yPNMhJpYI,4,30/07/2023,17:04:01
_bbbm9EH9qY,z__w0vuBrqI,5,30/07/2023,17:04:02
M-yPNMhJpYI,mNuOiqkUuec,1,30/07/2023,17:06:13
M-yPNMhJpYI,PBYWT6O7Wuc,2,30/07/2023,17:06:13
M-yPNMhJpYI,u_kdZy6-5qs,3,30/07/2023,17:06:14
M-yPNMhJpYI,gsyGNDGjIOc,4,30/07/2023,17:06:14
M-yPNMhJpYI,KieTkhHo70Q,5,30/07/2023,17:06:14
mNuOiqkUuec,zvBiA8-00nc,1,30/07/2023,17:08:25
mNuOiqkUuec,MgI2aKuT-5s,2,30/07/2023,17:08:25
mNuOiqkUuec,u5-Zf0fNqbs,3,30/07/2023,17:08:26
mNuOiqkUuec,gEWmnqB-hzo,4,30/07/2023,17:08:26
mNuOiqkUuec,WqoR68XFlOc,5,30/07/2023,17:08:26
u5-Zf0fNqbs,I0t8ZAhb8lQ,1,30/07/2023,17:10:00
u5-Zf0fNqbs,DeenU2T7S2U,2,30/07/2023,17:10:00
u5-Zf0fNqbs,9zQH-pp6wlI,3,30/07/2023,17:10:00
u5-Zf0fNqbs,cKHnd6YFnHM,4,30/07/2023,17:10:01
u5-Zf0fNqbs,LqTVRHTTgyY,5,30/07/2023,17:10:01
I0t8ZAhb8lQ,AIdEo3cvDNE,1,30/07/2023,17:12:07
I0t8ZAhb8lQ,TWyxTgUMD5E,2,30/07/2023,17:12:08
I0t8ZAhb8lQ,uBXvCazslNM,3,30/07/2023,17:12:08
I0t8ZAhb8lQ,r8YdEqDm1zk,4,30/07/2023,17:12:09
I0t8ZAhb8lQ,VEkMxr8Uz-M,5,30/07/2023,17:12:09
VEkMxr8Uz-M,w_zax-12XgU,1,30/07/2023,17:14:36
VEkMxr8Uz-M,K7P4vhw2vSg,2,30/07/2023,17:14:36
VEkMxr8Uz-M,a5k7sN7_RA0,3,30/07/2023,17:14:36
VEkMxr8Uz-M,As6AY_ChJuI,4,30/07/2023,17:14:37
VEkMxr8Uz-M,YF46pcuey3o,5,30/07/2023,17:14:37
K7P4vhw2vSg,oE37v0ioDl0,1,30/07/2023,17:16:15
K7P4vhw2vSg,Gz8yZjSRaW8,2,30/07/2023,17:16:16
K7P4vhw2vSg,H4sde2HJOVk,3,30/07/2023,17:16:16
K7P4vhw2vSg,jg3t29Cte9k,4,30/07/2023,17:16:16
K7P4vhw2vSg,sSwKCCdzlFA,5,30/07/2023,17:16:17
H4sde2HJOVk,BytjO9qAEQM,1,30/07/2023,17:17:51
H4sde2HJOVk,5KsZdQWI6_c,2,30/07/2023,17:17:51
H4sde2HJOVk,emebrYLWt1s,3,30/07/2023,17:17:52
H4sde2HJOVk,lJNPrWPdljs,4,30/07/2023,17:17:52
H4sde2HJOVk,NdmVQ7g7Wdg,5,30/07/2023,17:17:54
NdmVQ7g7Wdg,_nlopgwNCkw,1,30/07/2023,17:19:51
NdmVQ7g7Wdg,k4krDR2dtow,2,30/07/2023,17:19:51
NdmVQ7g7Wdg,#NAME?,3,30/07/2023,17:19:52
NdmVQ7g7Wdg,4Bpe0uPKuZM,4,30/07/2023,17:19:52
NdmVQ7g7Wdg,T3513-MYJR0,5,30/07/2023,17:19:52
4Bpe0uPKuZM,e1zMcQ2qWjI,1,30/07/2023,17:22:08
4Bpe0uPKuZM,yGdyKr4ITgw,2,30/07/2023,17:22:08
4Bpe0uPKuZM,_OJ6Hz5vFNY,3,30/07/2023,17:22:08
4Bpe0uPKuZM,aDb6G5g45-E,4,30/07/2023,17:22:09
4Bpe0uPKuZM,MdQGUFQO3ao,5,30/07/2023,17:22:09
e1zMcQ2qWjI,7dJULN_2Qt0,1,30/07/2023,17:23:47
e1zMcQ2qWjI,PbklVM21FBc,2,30/07/2023,17:23:47
e1zMcQ2qWjI,U1IzAF0g7c8,3,30/07/2023,17:23:48
e1zMcQ2qWjI,rudc86DM5hw,4,30/07/2023,17:23:48
e1zMcQ2qWjI,D0LShpygvro,5,30/07/2023,17:23:48
PbklVM21FBc,CF1hgTjbKd4,1,30/07/2023,17:25:47
PbklVM21FBc,TfQtNRP1ydI,2,30/07/2023,17:25:49
PbklVM21FBc,iSHB8I8cqK8,3,30/07/2023,17:25:49
PbklVM21FBc,g2wL2wL4MiM,4,30/07/2023,17:25:50
PbklVM21FBc,WMotThmYnAU,5,30/07/2023,17:25:50
CF1hgTjbKd4,GOa-fIyQh-o,1,30/07/2023,17:27:54
CF1hgTjbKd4,YQi93qtZm4o,2,30/07/2023,17:27:54
CF1hgTjbKd4,cA30JpV1qzA,3,30/07/2023,17:27:54
CF1hgTjbKd4,c6yFZLBATFs,4,30/07/2023,17:27:55
CF1hgTjbKd4,WMotThmYnAU,5,30/07/2023,17:27:55
c6yFZLBATFs,rNWWLgrH0Ts,1,30/07/2023,17:30:18
c6yFZLBATFs,dnMtsVSZowE,2,30/07/2023,17:30:18
c6yFZLBATFs,R6yPmol_UXE,3,30/07/2023,17:30:18
c6yFZLBATFs,o_twH7YnUmk,4,30/07/2023,17:30:19
c6yFZLBATFs,rudc86DM5hw,5,30/07/2023,17:30:19
o_twH7YnUmk,LNBvpoCatCs,1,30/07/2023,17:32:06
o_twH7YnUmk,Sb7f9mJ-DYI,2,30/07/2023,17:32:06
o_twH7YnUmk,jfB85BRs0oY,3,30/07/2023,17:32:06
o_twH7YnUmk,6Z0y-54zkgk,4,30/07/2023,17:32:07
o_twH7YnUmk,jJD33Hjjjz8,5,30/07/2023,17:32:07
6Z0y-54zkgk,HjkgunFHbr0,1,30/07/2023,17:34:28
6Z0y-54zkgk,VXsv2NoL3Ow,2,30/07/2023,17:34:28
6Z0y-54zkgk,EpnZiAGBASw,3,30/07/2023,17:34:29
6Z0y-54zkgk,G67J_NPLi90,4,30/07/2023,17:34:29
6Z0y-54zkgk,tkZN7snVGPY,5,30/07/2023,17:34:29
VXsv2NoL3Ow,bZpG2B63m4Y,1,30/07/2023,17:36:45
VXsv2NoL3Ow,Y6hFKZHnFzQ,2,30/07/2023,17:36:45
VXsv2NoL3Ow,n8A1lwdQURI,3,30/07/2023,17:36:45
VXsv2NoL3Ow,wE2DEiEsDMA,4,30/07/2023,17:36:45
VXsv2NoL3Ow,py563jboajs,5,30/07/2023,17:36:46
py563jboajs,zU1ELmFnafg,1,30/07/2023,17:39:03
py563jboajs,lhIq3XMmi00,2,30/07/2023,17:39:03
py563jboajs,Jc6a4VksSuU,3,30/07/2023,17:39:04
py563jboajs,ykazib7U7T4,4,30/07/2023,17:39:04
py563jboajs,KGAuvgeVe6k,5,30/07/2023,17:39:05
zU1ELmFnafg,Nbhi-aHkhYU,1,30/07/2023,17:41:40
zU1ELmFnafg,enN5SxiLnPo,2,30/07/2023,17:41:41
zU1ELmFnafg,ZbSdDZB1hNM,3,30/07/2023,17:41:41
zU1ELmFnafg,58Pra9iwyQI,4,30/07/2023,17:41:41
zU1ELmFnafg,3XtU0HNjAMM,5,30/07/2023,17:41:41
58Pra9iwyQI,DcFVCKw_s98,1,30/07/2023,17:43:18
58Pra9iwyQI,Rscs93XAmS4,2,30/07/2023,17:43:18
58Pra9iwyQI,ESPyNXP5CCM,3,30/07/2023,17:43:18
58Pra9iwyQI,apwOX-ZJ4s8,4,30/07/2023,17:43:18
58Pra9iwyQI,whIJMfSVAaQ,5,30/07/2023,17:43:19
ESPyNXP5CCM,dBRmtTWTvzM,1,30/07/2023,17:45:43
ESPyNXP5CCM,66BjGdNq7L0,2,30/07/2023,17:45:43
ESPyNXP5CCM,3Q6r1oVUswU,3,30/07/2023,17:45:43
ESPyNXP5CCM,a831bjkruxo,4,30/07/2023,17:45:44
ESPyNXP5CCM,f_uSIxwFjQ0,5,30/07/2023,17:45:44
3Q6r1oVUswU,qhr_WQmK6yQ,1,30/07/2023,17:47:55
3Q6r1oVUswU,iUYPTLbjmwM,2,30/07/2023,17:47:55
3Q6r1oVUswU,FzJu3vUDV9M,3,30/07/2023,17:47:55
3Q6r1oVUswU,3F26fhnDMag,4,30/07/2023,17:47:56
3Q6r1oVUswU,BNeprwBXAvk,5,30/07/2023,17:47:56
BNeprwBXAvk,1JajNi_2s-c,1,30/07/2023,17:49:36
BNeprwBXAvk,af2GUAcUCSU,2,30/07/2023,17:49:36
BNeprwBXAvk,sjSUQxdJ9sM,3,30/07/2023,17:49:36
BNeprwBXAvk,BezeYrjVfQQ,4,30/07/2023,17:49:36
BNeprwBXAvk,eEFrUsYVkzk,5,30/07/2023,17:49:36
sjSUQxdJ9sM,mnCm36LzZWI,1,30/07/2023,17:51:54
sjSUQxdJ9sM,NYMXbE8D9yY,2,30/07/2023,17:51:54
sjSUQxdJ9sM,54hXku2kgoM,3,30/07/2023,17:51:54
sjSUQxdJ9sM,dHRIMUraw80,4,30/07/2023,17:51:55
sjSUQxdJ9sM,afF8-iJRnjQ,5,30/07/2023,17:51:55
afF8-iJRnjQ,ipPQ2VBxWP4,1,30/07/2023,17:53:53
afF8-iJRnjQ,OU8Bl4dEiwE,2,30/07/2023,17:53:54
afF8-iJRnjQ,P-ILJVwLgKQ,3,30/07/2023,17:53:54
afF8-iJRnjQ,Dty8WY8OOgU,4,30/07/2023,17:53:54
afF8-iJRnjQ,eJbuYz8i3ss,5,30/07/2023,17:53:54
OU8Bl4dEiwE,NwNvXSNAOFg,1,30/07/2023,17:55:41
OU8Bl4dEiwE,kNL4YOC1zO0,2,30/07/2023,17:55:41
OU8Bl4dEiwE,SVE6PBylAZs,3,30/07/2023,17:55:41
OU8Bl4dEiwE,rZlCeheUT_E,4,30/07/2023,17:55:41
OU8Bl4dEiwE,EgA78uqhVgA,5,30/07/2023,17:55:42
EgA78uqhVgA,22aDCms1ANo,1,30/07/2023,17:58:25
EgA78uqhVgA,FmZANpjbmko,2,30/07/2023,17:58:26
EgA78uqhVgA,MgI2aKuT-5s,3,30/07/2023,17:58:26
EgA78uqhVgA,aDb6G5g45-E,4,30/07/2023,17:58:27
EgA78uqhVgA,pA8B5kj0Jl8,5,30/07/2023,17:58:27
FmZANpjbmko,RA56LYi8uuc,1,30/07/2023,18:00:13
FmZANpjbmko,8HSD3OR8cT0,2,30/07/2023,18:00:13
FmZANpjbmko,GY5UdjDrcVE,3,30/07/2023,18:00:13
FmZANpjbmko,R8IagHvjyj0,4,30/07/2023,18:00:13
FmZANpjbmko,88ehDZlAaaw,5,30/07/2023,18:00:13
R8IagHvjyj0,fS_OCJ2o9bg,1,30/07/2023,18:02:11
R8IagHvjyj0,oDxPkaRvfSA,2,30/07/2023,18:02:11
R8IagHvjyj0,DQ-3PVp7PIM,3,30/07/2023,18:02:11
R8IagHvjyj0,EXHkajAmOu8,4,30/07/2023,18:02:12
R8IagHvjyj0,mc98chUXWjY,5,30/07/2023,18:02:12
EXHkajAmOu8,SuFEciR2UrI,1,30/07/2023,18:04:03
EXHkajAmOu8,_BgWGkcypWU,2,30/07/2023,18:04:04
EXHkajAmOu8,k8dRJLgLILM,3,30/07/2023,18:04:04
EXHkajAmOu8,wjym2eqjvaw,4,30/07/2023,18:04:04
EXHkajAmOu8,hnH8AQOadVY,5,30/07/2023,18:04:04
hnH8AQOadVY,M_WRTOTYKBA,1,30/07/2023,18:05:47
hnH8AQOadVY,udafFg9LCtY,2,30/07/2023,18:05:47
hnH8AQOadVY,hOf7pzm-TcM,3,30/07/2023,18:05:48
hnH8AQOadVY,ASAp5CvsqDE,4,30/07/2023,18:05:48
hnH8AQOadVY,oE37v0ioDl0,5,30/07/2023,18:05:49
M_WRTOTYKBA,8W_0q5kmBbU,1,30/07/2023,18:07:28
M_WRTOTYKBA,NoUXUf9lw6o,2,30/07/2023,18:07:28
M_WRTOTYKBA,3S-Qp-eFEUk,3,30/07/2023,18:07:29
M_WRTOTYKBA,ENe886SGZNM,4,30/07/2023,18:07:29
M_WRTOTYKBA,E6JpUAFKTjI,5,30/07/2023,18:07:29
NoUXUf9lw6o,HeJoPylss78,1,30/07/2023,18:09:28
NoUXUf9lw6o,oBI4-338aP0,2,30/07/2023,18:09:29
NoUXUf9lw6o,r9pCiZvIGNQ,3,30/07/2023,18:09:29
NoUXUf9lw6o,42nFURLnhsg,4,30/07/2023,18:09:29
NoUXUf9lw6o,ku9DZ934Z5A,5,30/07/2023,18:09:29
42nFURLnhsg,g_iHEdIriR8,1,30/07/2023,18:11:44
42nFURLnhsg,YWYY0aWnSfE,2,30/07/2023,18:11:44
42nFURLnhsg,lvtruQusk5M,3,30/07/2023,18:11:44
42nFURLnhsg,EkuCmJEY5bM,4,30/07/2023,18:11:45
42nFURLnhsg,sXAhmr2TOnY,5,30/07/2023,18:11:45
sXAhmr2TOnY,VDu8l-UjIq8,1,30/07/2023,18:13:15
sXAhmr2TOnY,ikLlRNjAY5A,2,30/07/2023,18:13:15
sXAhmr2TOnY,yc30PVciHdI,3,30/07/2023,18:13:16
sXAhmr2TOnY,WsFT32__EGk,4,30/07/2023,18:13:17
sXAhmr2TOnY,9r4C0MR4Fbs,5,30/07/2023,18:13:18
ikLlRNjAY5A,QKX769YR9u0,1,30/07/2023,18:15:19
ikLlRNjAY5A,JmRso4S1vb8,2,30/07/2023,18:15:19
ikLlRNjAY5A,nfJjce3xHus,3,30/07/2023,18:15:19
ikLlRNjAY5A,G-d0HNNCbJY,4,30/07/2023,18:15:19
ikLlRNjAY5A,3eUMucRO1j8,5,30/07/2023,18:15:20
3eUMucRO1j8,Ng2XjYt5elg,1,30/07/2023,18:17:20
3eUMucRO1j8,0Oy4upLh9Uk,2,30/07/2023,18:17:20
3eUMucRO1j8,nB4Zk6lsGBg,3,30/07/2023,18:17:21
3eUMucRO1j8,AYTroNnGWZc,4,30/07/2023,18:17:21
3eUMucRO1j8,EpJ-8wHADb0,5,30/07/2023,18:17:21
0Oy4upLh9Uk,T0J-wy1iMoQ,1,30/07/2023,18:19:03
0Oy4upLh9Uk,I2WuacWE-WQ,2,30/07/2023,18:19:03
0Oy4upLh9Uk,i3Lv2j7y_Bw,3,30/07/2023,18:19:03
0Oy4upLh9Uk,KGHtbS7ltYg,4,30/07/2023,18:19:04
0Oy4upLh9Uk,TaKeoORDfHk,5,30/07/2023,18:19:04
i3Lv2j7y_Bw,9cISL-gnXw8,1,30/07/2023,18:20:47
i3Lv2j7y_Bw,JUR_729ebtw,2,30/07/2023,18:20:47
i3Lv2j7y_Bw,y11_G8ZO6J8,3,30/07/2023,18:20:47
i3Lv2j7y_Bw,m8D42LtavvQ,4,30/07/2023,18:20:47
i3Lv2j7y_Bw,_g0169ZBwcs,5,30/07/2023,18:20:47
JUR_729ebtw,kNJ9seKB8fo,1,30/07/2023,18:22:38
JUR_729ebtw,cmIEUX2QypI,2,30/07/2023,18:22:38
JUR_729ebtw,2aBHTn5KDBc,3,30/07/2023,18:22:39
JUR_729ebtw,1NoRUuqdPdg,4,30/07/2023,18:22:40
JUR_729ebtw,RSdyNv1Xd7Y,5,30/07/2023,18:22:40
2aBHTn5KDBc,D6tDP9fhLPQ,1,30/07/2023,18:25:15
2aBHTn5KDBc,2QJgxE7shYo,2,30/07/2023,18:25:16
2aBHTn5KDBc,N89rhthui2I,3,30/07/2023,18:25:16
2aBHTn5KDBc,g10XyEsr2Hw,4,30/07/2023,18:25:16
2aBHTn5KDBc,fgv1JdQPgPM,5,30/07/2023,18:25:16
2QJgxE7shYo,ioVNvj8n8-A,1,30/07/2023,18:27:26
2QJgxE7shYo,UnW52iopZcw,2,30/07/2023,18:27:26
2QJgxE7shYo,iSW--_l-WzY,3,30/07/2023,18:27:26
2QJgxE7shYo,HvzZK7EQtdI,4,30/07/2023,18:27:27
2QJgxE7shYo,Jvh_ejZdL7Y,5,30/07/2023,18:27:27
Jvh_ejZdL7Y,e65U-AS0Ofc,1,30/07/2023,18:29:17
Jvh_ejZdL7Y,#NAME?,2,30/07/2023,18:29:18
Jvh_ejZdL7Y,CbcJ15ub42Q,3,30/07/2023,18:29:18
Jvh_ejZdL7Y,_80oOFEpqnA,4,30/07/2023,18:29:18
Jvh_ejZdL7Y,PzX3ZyluFYE,5,30/07/2023,18:29:18
_80oOFEpqnA,uMnm0f0d7OM,1,30/07/2023,18:31:35
_80oOFEpqnA,3WR7Gt0lNHY,2,30/07/2023,18:31:35
_80oOFEpqnA,FbEAKS_HMRs,3,30/07/2023,18:31:36
_80oOFEpqnA,F48PTgcFdco,4,30/07/2023,18:31:36
